time,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,showers,weather_code,cloud_cover,wind_speed_10m,uv_index,visibility,city,latitude,longitude
2026-04-14T07:00,21.6,91,24.9,0.0,0.0,0.0,2,92,3.6,0.15,24140.0,Bandung (East),-6.92,107.72
2026-04-14T08:00,22.7,84,25.8,0.0,0.0,0.0,3,100,5.0,1.2,24140.0,Bandung (East),-6.92,107.72
2026-04-14T09:00,24.8,75,27.8,0.0,0.0,0.0,3,100,5.9,2.7,24140.0,Bandung (East),-6.92,107.72
2026-04-14T10:00,26.2,69,29.9,0.0,0.0,0.0,3,99,5.8,4.1,24140.0,Bandung (East),-6.92,107.72
2026-04-14T11:00,26.5,68,31.2,0.3,0.0,0.3,51,96,4.7,5.45,18880.0,Bandung (East),-6.92,107.72
2026-04-14T12:00,26.3,69,31.0,0.3,0.0,0.3,51,93,5.2,6.7,13600.0,Bandung (East),-6.92,107.72
2026-04-14T13:00,25.9,72,30.1,0.3,0.0,0.3,51,91,6.2,7.1,8340.0,Bandung (East),-6.92,107.72
2026-04-14T14:00,25.2,76,28.9,0.9,0.0,0.9,53,93,4.6,6.1,7600.0,Bandung (East),-6.92,107.72
2026-04-14T15:00,24.3,81,28.4,0.9,0.0,0.9,53,97,1.6,4.25,6840.0,Bandung (East),-6.92,107.72
2026-04-14T16:00,23.5,86,27.7,0.9,0.0,0.9,53,100,1.1,2.65,6100.0,Bandung (East),-6.92,107.72
2026-04-14T17:00,22.7,90,26.9,1.7,1.4,0.3,80,100,1.8,1.55,6180.0,Bandung (East),-6.92,107.72
2026-04-14T18:00,22.0,93,25.9,1.7,1.4,0.3,80,100,2.2,0.7,6240.0,Bandung (East),-6.92,107.72
2026-04-14T19:00,21.4,96,25.3,1.7,1.4,0.3,80,100,2.2,0.1,6320.0,Bandung (East),-6.92,107.72
2026-04-14T20:00,20.9,97,24.7,3.1,2.9,0.2,81,100,1.9,0.0,7240.0,Bandung (East),-6.92,107.72
2026-04-14T21:00,20.6,98,24.2,3.1,2.9,0.2,81,100,2.6,0.0,8160.0,Bandung (East),-6.92,107.72
2026-04-14T22:00,20.3,98,23.7,3.1,2.9,0.2,81,100,3.1,0.0,9080.0,Bandung (East),-6.92,107.72
2026-04-14T23:00,20.0,98,23.4,0.8,0.8,0.0,53,100,2.6,0.0,14100.0,Bandung (East),-6.92,107.72
2026-04-07T00:00,25.7,97,31.9,0.0,0.0,0.0,45,95,4.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T01:00,25.2,97,31.0,0.0,0.0,0.0,45,96,4.3,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T02:00,24.8,97,30.4,0.0,0.0,0.0,45,100,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T03:00,24.4,96,29.7,0.0,0.0,0.0,45,100,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T04:00,24.0,96,29.1,0.0,0.0,0.0,45,100,4.1,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T05:00,23.9,96,28.8,0.0,0.0,0.0,45,100,4.6,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T06:00,23.5,97,28.3,0.0,0.0,0.0,45,100,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T07:00,24.6,96,30.0,0.0,0.0,0.0,45,100,4.3,0.45,24140.0,Bandung (South),-7.0,107.6
2026-04-07T08:00,28.0,95,35.8,0.0,0.0,0.0,3,100,2.7,1.9,24140.0,Bandung (South),-7.0,107.6
2026-04-07T09:00,29.5,84,36.8,0.0,0.0,0.0,3,100,2.9,4.15,24140.0,Bandung (South),-7.0,107.6
2026-04-07T10:00,30.4,81,38.1,0.0,0.0,0.0,3,100,3.6,6.15,9840.0,Bandung (South),-7.0,107.6
2026-04-07T11:00,31.7,74,39.9,0.0,0.0,0.0,3,100,5.4,7.6,11060.0,Bandung (South),-7.0,107.6
2026-04-07T12:00,32.5,67,39.6,0.0,0.0,0.0,3,96,7.6,8.35,21900.0,Bandung (South),-7.0,107.6
2026-04-07T13:00,32.3,68,38.2,0.0,0.0,0.0,3,100,9.5,7.75,21460.0,Bandung (South),-7.0,107.6
2026-04-07T14:00,31.5,75,37.9,0.6,0.0,0.6,80,100,9.8,5.2,24140.0,Bandung (South),-7.0,107.6
2026-04-07T15:00,31.4,78,38.2,0.8,0.0,0.8,95,100,9.1,2.45,21140.0,Bandung (South),-7.0,107.6
2026-04-07T16:00,30.8,78,37.3,0.5,0.0,0.5,80,100,9.0,1.35,24140.0,Bandung (South),-7.0,107.6
2026-04-07T17:00,30.1,79,36.3,0.4,0.0,0.4,80,100,8.5,0.65,20920.0,Bandung (South),-7.0,107.6
2026-04-07T18:00,29.1,84,35.7,0.0,0.0,0.0,3,100,6.0,0.1,10440.0,Bandung (South),-7.0,107.6
2026-04-07T19:00,28.2,90,35.2,0.0,0.0,0.0,3,100,4.4,0.0,21020.0,Bandung (South),-7.0,107.6
2026-04-07T20:00,27.5,95,34.8,0.0,0.0,0.0,3,100,3.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T21:00,27.1,97,34.4,0.0,0.0,0.0,45,100,3.5,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-07T22:00,26.9,98,34.1,0.0,0.0,0.0,45,77,3.7,0.0,10000.0,Bandung (South),-7.0,107.6
2026-04-07T23:00,26.7,98,33.7,0.0,0.0,0.0,45,86,3.8,0.0,5860.0,Bandung (South),-7.0,107.6
2026-04-08T00:00,26.5,98,33.4,0.0,0.0,0.0,45,87,4.1,0.0,10380.0,Bandung (South),-7.0,107.6
2026-04-08T01:00,26.3,98,33.1,0.0,0.0,0.0,45,100,3.8,0.0,6020.0,Bandung (South),-7.0,107.6
2026-04-08T02:00,26.0,98,32.5,0.0,0.0,0.0,45,100,4.3,0.0,13340.0,Bandung (South),-7.0,107.6
2026-04-08T03:00,25.7,97,31.8,0.0,0.0,0.0,45,100,4.9,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-08T04:00,25.3,96,31.0,0.0,0.0,0.0,45,54,4.8,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-08T05:00,24.7,96,30.1,0.0,0.0,0.0,45,52,5.2,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-08T06:00,24.2,96,29.2,0.0,0.0,0.0,45,77,5.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-08T07:00,25.4,95,31.0,0.0,0.0,0.0,2,58,5.4,0.5,24140.0,Bandung (South),-7.0,107.6
2026-04-08T08:00,29.0,83,36.0,0.0,0.0,0.0,1,31,2.3,2.15,24140.0,Bandung (South),-7.0,107.6
2026-04-08T09:00,30.1,80,37.8,0.0,0.0,0.0,1,43,1.5,4.55,18220.0,Bandung (South),-7.0,107.6
2026-04-08T10:00,31.6,73,39.4,0.0,0.0,0.0,1,35,5.4,6.75,7940.0,Bandung (South),-7.0,107.6
2026-04-08T11:00,32.5,68,39.6,0.0,0.0,0.0,2,53,8.9,8.4,16240.0,Bandung (South),-7.0,107.6
2026-04-08T12:00,32.9,64,39.1,0.0,0.0,0.0,2,55,11.5,8.95,7400.0,Bandung (South),-7.0,107.6
2026-04-08T13:00,32.8,64,38.7,0.0,0.0,0.0,2,78,12.3,8.5,6220.0,Bandung (South),-7.0,107.6
2026-04-08T14:00,32.0,71,37.8,0.4,0.0,0.4,80,95,11.5,7.35,5200.0,Bandung (South),-7.0,107.6
2026-04-08T15:00,31.5,73,37.6,0.5,0.0,0.5,80,100,9.5,5.25,4560.0,Bandung (South),-7.0,107.6
2026-04-08T16:00,30.9,74,37.0,0.2,0.0,0.2,80,100,8.0,3.15,14380.0,Bandung (South),-7.0,107.6
2026-04-08T17:00,30.1,77,36.1,0.0,0.0,0.0,3,100,8.2,0.8,5140.0,Bandung (South),-7.0,107.6
2026-04-08T18:00,28.9,84,35.4,0.0,0.0,0.0,3,100,6.3,0.1,8180.0,Bandung (South),-7.0,107.6
2026-04-08T19:00,28.0,91,35.0,0.0,0.0,0.0,3,100,4.8,0.0,19620.0,Bandung (South),-7.0,107.6
2026-04-08T20:00,27.4,96,34.7,0.0,0.0,0.0,3,100,3.7,0.0,11400.0,Bandung (South),-7.0,107.6
2026-04-08T21:00,27.0,97,34.3,0.0,0.0,0.0,45,100,3.3,0.0,19800.0,Bandung (South),-7.0,107.6
2026-04-08T22:00,26.7,98,33.8,0.0,0.0,0.0,45,100,3.1,0.0,20680.0,Bandung (South),-7.0,107.6
2026-04-08T23:00,26.3,99,33.3,0.0,0.0,0.0,45,100,3.3,0.0,21660.0,Bandung (South),-7.0,107.6
2026-04-09T00:00,26.0,98,32.6,0.0,0.0,0.0,45,100,4.0,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T01:00,25.7,98,32.0,0.0,0.0,0.0,45,100,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T02:00,25.5,97,31.5,0.0,0.0,0.0,45,97,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T03:00,25.3,96,31.1,0.0,0.0,0.0,45,84,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T04:00,25.1,96,30.8,0.0,0.0,0.0,45,87,4.3,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T05:00,24.9,96,30.6,0.0,0.0,0.0,45,87,4.0,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T06:00,24.7,96,30.3,0.0,0.0,0.0,45,92,3.6,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-09T07:00,25.9,95,32.1,0.0,0.0,0.0,3,95,3.8,0.5,24140.0,Bandung (South),-7.0,107.6
2026-04-09T08:00,28.9,84,36.0,0.0,0.0,0.0,3,100,1.6,2.25,24140.0,Bandung (South),-7.0,107.6
2026-04-09T09:00,30.2,79,37.2,0.0,0.0,0.0,3,100,3.1,4.6,24140.0,Bandung (South),-7.0,107.6
2026-04-09T10:00,31.3,73,38.3,0.0,0.0,0.0,3,98,6.0,6.75,24140.0,Bandung (South),-7.0,107.6
2026-04-09T11:00,32.2,69,38.6,0.0,0.0,0.0,3,89,9.7,8.35,20600.0,Bandung (South),-7.0,107.6
2026-04-09T12:00,32.7,68,39.3,0.1,0.0,0.1,2,76,11.7,9.05,20680.0,Bandung (South),-7.0,107.6
2026-04-09T13:00,32.5,67,38.4,0.1,0.0,0.1,3,100,11.9,5.9,12540.0,Bandung (South),-7.0,107.6
2026-04-09T14:00,31.9,75,38.0,0.8,0.0,0.8,95,100,13.2,3.35,6720.0,Bandung (South),-7.0,107.6
2026-04-09T15:00,31.2,77,37.4,0.9,0.0,0.9,80,100,10.8,4.5,6700.0,Bandung (South),-7.0,107.6
2026-04-09T16:00,29.9,84,36.6,0.8,0.0,0.8,80,100,8.9,3.5,6100.0,Bandung (South),-7.0,107.6
2026-04-09T17:00,29.1,88,36.2,0.8,0.0,0.8,80,100,5.9,0.95,14940.0,Bandung (South),-7.0,107.6
2026-04-09T18:00,28.6,90,36.1,0.0,0.0,0.0,3,100,3.5,0.1,4900.0,Bandung (South),-7.0,107.6
2026-04-09T19:00,28.0,94,35.8,0.0,0.0,0.0,3,100,2.3,0.0,5540.0,Bandung (South),-7.0,107.6
2026-04-09T20:00,27.6,96,35.5,0.0,0.0,0.0,3,100,1.5,0.0,5080.0,Bandung (South),-7.0,107.6
2026-04-09T21:00,27.3,96,34.7,0.0,0.0,0.0,45,100,3.4,0.0,11660.0,Bandung (South),-7.0,107.6
2026-04-09T22:00,27.0,96,34.1,0.0,0.0,0.0,45,100,3.1,0.0,19920.0,Bandung (South),-7.0,107.6
2026-04-09T23:00,26.6,97,33.5,0.0,0.0,0.0,45,100,3.5,0.0,10000.0,Bandung (South),-7.0,107.6
2026-04-10T00:00,26.1,98,32.7,0.0,0.0,0.0,45,100,4.0,0.0,11260.0,Bandung (South),-7.0,107.6
2026-04-10T01:00,25.8,98,32.2,0.0,0.0,0.0,45,85,4.0,0.0,23280.0,Bandung (South),-7.0,107.6
2026-04-10T02:00,25.5,98,31.7,0.0,0.0,0.0,45,73,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-10T03:00,25.2,97,31.0,0.0,0.0,0.0,45,70,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-10T04:00,25.0,97,30.6,0.0,0.0,0.0,45,69,5.0,0.0,21840.0,Bandung (South),-7.0,107.6
2026-04-10T05:00,24.7,97,30.1,0.0,0.0,0.0,45,77,5.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-10T06:00,24.1,97,29.2,0.0,0.0,0.0,45,69,5.4,0.0,19920.0,Bandung (South),-7.0,107.6
2026-04-10T07:00,25.4,96,31.2,0.0,0.0,0.0,45,61,4.8,0.5,24140.0,Bandung (South),-7.0,107.6
2026-04-10T08:00,27.1,90,33.6,0.0,0.0,0.0,2,60,2.9,2.0,24140.0,Bandung (South),-7.0,107.6
2026-04-10T09:00,29.5,81,36.5,0.0,0.0,0.0,2,60,1.8,2.3,24140.0,Bandung (South),-7.0,107.6
2026-04-10T10:00,31.3,75,38.8,0.0,0.0,0.0,2,59,4.3,2.65,21080.0,Bandung (South),-7.0,107.6
2026-04-10T11:00,32.0,73,39.8,0.4,0.0,0.4,95,73,7.6,3.35,11680.0,Bandung (South),-7.0,107.6
2026-04-10T12:00,32.2,73,39.5,0.4,0.0,0.4,95,86,11.2,4.5,5380.0,Bandung (South),-7.0,107.6
2026-04-10T13:00,32.0,74,38.9,0.4,0.0,0.4,95,100,13.0,5.9,5560.0,Bandung (South),-7.0,107.6
2026-04-10T14:00,31.5,76,37.9,0.5,0.0,0.5,3,100,12.0,7.55,8360.0,Bandung (South),-7.0,107.6
2026-04-10T15:00,30.7,80,37.4,0.5,0.0,0.5,3,100,9.0,5.3,5540.0,Bandung (South),-7.0,107.6
2026-04-10T16:00,30.0,83,37.0,0.5,0.0,0.5,3,100,6.3,2.55,11660.0,Bandung (South),-7.0,107.6
2026-04-10T17:00,29.4,86,36.7,0.0,0.0,0.0,3,100,4.5,1.25,14820.0,Bandung (South),-7.0,107.6
2026-04-10T18:00,28.8,89,36.3,0.0,0.0,0.0,3,100,3.3,0.05,15200.0,Bandung (South),-7.0,107.6
2026-04-10T19:00,28.3,91,35.8,0.0,0.0,0.0,3,100,3.1,0.0,16900.0,Bandung (South),-7.0,107.6
2026-04-10T20:00,27.8,93,35.1,0.0,0.0,0.0,45,100,3.3,0.0,19160.0,Bandung (South),-7.0,107.6
2026-04-10T21:00,27.4,95,34.6,0.0,0.0,0.0,45,100,3.6,0.0,23960.0,Bandung (South),-7.0,107.6
2026-04-10T22:00,26.9,96,33.9,0.0,0.0,0.0,45,100,3.7,0.0,22140.0,Bandung (South),-7.0,107.6
2026-04-10T23:00,26.4,97,33.1,0.0,0.0,0.0,45,98,3.8,0.0,12840.0,Bandung (South),-7.0,107.6
2026-04-11T00:00,25.9,97,32.2,0.0,0.0,0.0,45,96,4.3,0.0,16740.0,Bandung (South),-7.0,107.6
2026-04-11T01:00,25.4,97,31.3,0.0,0.0,0.0,45,94,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T02:00,24.9,97,30.5,0.0,0.0,0.0,2,83,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T03:00,24.4,96,29.7,0.0,0.0,0.0,2,72,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T04:00,24.2,95,29.2,0.0,0.0,0.0,2,61,4.7,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T05:00,24.2,95,29.1,0.0,0.0,0.0,1,51,5.0,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T06:00,24.3,96,29.4,0.0,0.0,0.0,1,41,5.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T07:00,25.1,94,30.4,0.0,0.0,0.0,1,31,5.1,0.5,24140.0,Bandung (South),-7.0,107.6
2026-04-11T08:00,26.9,88,33.0,0.0,0.0,0.0,2,39,3.1,2.15,17280.0,Bandung (South),-7.0,107.6
2026-04-11T09:00,29.3,80,35.8,0.0,0.0,0.0,2,46,3.3,4.4,14800.0,Bandung (South),-7.0,107.6
2026-04-11T10:00,31.2,74,38.4,0.0,0.0,0.0,2,54,6.0,6.7,20540.0,Bandung (South),-7.0,107.6
2026-04-11T11:00,32.2,70,39.7,0.0,0.0,0.0,3,68,7.7,7.85,24140.0,Bandung (South),-7.0,107.6
2026-04-11T12:00,32.7,68,40.1,0.0,0.0,0.0,3,82,8.7,8.75,20580.0,Bandung (South),-7.0,107.6
2026-04-11T13:00,32.8,68,39.8,0.0,0.0,0.0,3,96,9.4,7.95,12660.0,Bandung (South),-7.0,107.6
2026-04-11T14:00,32.3,72,39.0,1.1,0.0,1.1,96,97,10.3,7.15,11360.0,Bandung (South),-7.0,107.6
2026-04-11T15:00,31.4,78,37.9,1.1,0.0,1.1,96,99,11.2,4.05,15880.0,Bandung (South),-7.0,107.6
2026-04-11T16:00,30.4,83,37.1,1.1,0.0,1.1,96,100,10.8,1.85,7700.0,Bandung (South),-7.0,107.6
2026-04-11T17:00,29.6,87,36.5,2.3,0.0,2.3,95,100,8.7,0.8,11060.0,Bandung (South),-7.0,107.6
2026-04-11T18:00,28.8,90,36.0,2.3,0.0,2.3,95,100,6.0,0.1,15380.0,Bandung (South),-7.0,107.6
2026-04-11T19:00,28.1,93,35.7,2.3,0.0,2.3,95,100,3.1,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-11T20:00,27.8,95,35.6,0.0,0.0,0.0,45,100,1.1,0.0,20900.0,Bandung (South),-7.0,107.6
2026-04-11T21:00,27.6,95,35.4,0.0,0.0,0.0,45,100,1.1,0.0,20520.0,Bandung (South),-7.0,107.6
2026-04-11T22:00,27.3,96,34.8,0.0,0.0,0.0,45,100,2.3,0.0,20500.0,Bandung (South),-7.0,107.6
2026-04-11T23:00,26.7,96,33.6,0.0,0.0,0.0,45,100,3.4,0.0,22900.0,Bandung (South),-7.0,107.6
2026-04-12T00:00,26.1,96,32.5,0.0,0.0,0.0,45,100,4.0,0.0,22580.0,Bandung (South),-7.0,107.6
2026-04-12T01:00,25.6,96,31.6,0.0,0.0,0.0,45,100,4.4,0.0,20040.0,Bandung (South),-7.0,107.6
2026-04-12T02:00,25.6,96,31.7,0.0,0.0,0.0,45,94,4.3,0.0,21400.0,Bandung (South),-7.0,107.6
2026-04-12T03:00,25.2,97,31.0,0.0,0.0,0.0,45,87,4.3,0.0,22780.0,Bandung (South),-7.0,107.6
2026-04-12T04:00,24.9,97,30.5,0.0,0.0,0.0,45,81,4.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-12T05:00,24.7,97,30.3,0.0,0.0,0.0,45,87,4.2,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-12T06:00,24.7,98,30.4,0.0,0.0,0.0,45,94,4.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-12T07:00,25.4,96,31.3,0.0,0.0,0.0,45,100,4.3,0.15,24140.0,Bandung (South),-7.0,107.6
2026-04-12T08:00,27.1,91,33.9,0.0,0.0,0.0,3,100,2.3,1.25,24140.0,Bandung (South),-7.0,107.6
2026-04-12T09:00,29.5,85,37.1,0.0,0.0,0.0,3,100,1.9,2.8,24140.0,Bandung (South),-7.0,107.6
2026-04-12T10:00,31.3,79,39.3,0.0,0.0,0.0,3,100,4.9,4.35,24140.0,Bandung (South),-7.0,107.6
2026-04-12T11:00,32.4,74,40.6,0.1,0.0,0.1,3,100,7.3,6.05,22780.0,Bandung (South),-7.0,107.6
2026-04-12T12:00,32.9,69,40.5,0.1,0.0,0.1,3,100,9.8,7.8,21440.0,Bandung (South),-7.0,107.6
2026-04-12T13:00,33.0,68,39.9,0.1,0.0,0.1,3,100,10.9,8.55,20080.0,Bandung (South),-7.0,107.6
2026-04-12T14:00,32.3,72,38.7,1.0,0.0,1.0,95,100,10.6,7.65,14940.0,Bandung (South),-7.0,107.6
2026-04-12T15:00,31.2,78,38.0,1.0,0.0,1.0,95,100,8.7,5.8,9780.0,Bandung (South),-7.0,107.6
2026-04-12T16:00,30.2,84,37.5,1.0,0.0,1.0,95,100,6.8,4.05,4640.0,Bandung (South),-7.0,107.6
2026-04-12T17:00,29.6,88,37.3,0.9,0.0,0.8,80,100,4.4,2.65,4960.0,Bandung (South),-7.0,107.6
2026-04-12T18:00,29.0,91,37.0,0.9,0.0,0.8,80,100,2.0,1.3,5300.0,Bandung (South),-7.0,107.6
2026-04-12T19:00,28.5,93,36.8,0.9,0.0,0.8,80,100,0.5,0.35,5620.0,Bandung (South),-7.0,107.6
2026-04-12T20:00,28.1,94,36.0,0.0,0.0,0.0,3,100,1.9,0.0,7320.0,Bandung (South),-7.0,107.6
2026-04-12T21:00,27.8,93,35.1,0.0,0.0,0.0,3,100,3.5,0.0,9000.0,Bandung (South),-7.0,107.6
2026-04-12T22:00,27.6,93,34.6,0.0,0.0,0.0,3,100,4.2,0.0,10700.0,Bandung (South),-7.0,107.6
2026-04-12T23:00,27.3,93,34.3,0.0,0.0,0.0,3,98,3.3,0.0,12660.0,Bandung (South),-7.0,107.6
2026-04-13T00:00,27.1,94,34.1,0.0,0.0,0.0,3,97,2.9,0.0,14640.0,Bandung (South),-7.0,107.6
2026-04-13T01:00,26.8,94,33.6,0.0,0.0,0.0,3,95,3.4,0.0,16600.0,Bandung (South),-7.0,107.6
2026-04-13T02:00,26.4,95,33.0,0.0,0.0,0.0,45,97,3.5,0.0,18140.0,Bandung (South),-7.0,107.6
2026-04-13T03:00,26.0,96,32.5,0.0,0.0,0.0,45,98,3.3,0.0,19680.0,Bandung (South),-7.0,107.6
2026-04-13T04:00,25.8,96,32.0,0.0,0.0,0.0,45,100,3.7,0.0,21220.0,Bandung (South),-7.0,107.6
2026-04-13T05:00,25.7,96,31.8,0.0,0.0,0.0,2,82,4.3,0.0,17040.0,Bandung (South),-7.0,107.6
2026-04-13T06:00,25.8,97,32.0,0.0,0.0,0.0,2,63,4.9,0.0,12880.0,Bandung (South),-7.0,107.6
2026-04-13T07:00,26.4,95,32.8,0.0,0.0,0.0,2,45,4.8,0.0,8700.0,Bandung (South),-7.0,107.6
2026-04-13T08:00,28.0,90,35.0,0.0,0.0,0.0,2,45,3.7,0.4,13320.0,Bandung (South),-7.0,107.6
2026-04-13T09:00,30.2,84,38.0,0.0,0.0,0.0,2,45,2.7,0.95,17960.0,Bandung (South),-7.0,107.6
2026-04-13T10:00,31.9,78,41.0,0.0,0.0,0.0,2,45,3.5,1.4,22580.0,Bandung (South),-7.0,107.6
2026-04-13T11:00,33.0,72,42.1,0.0,0.0,0.0,3,63,4.8,1.65,22740.0,Bandung (South),-7.0,107.6
2026-04-13T12:00,33.6,66,41.7,0.0,0.0,0.0,3,82,6.7,1.75,22920.0,Bandung (South),-7.0,107.6
2026-04-13T13:00,33.7,64,40.8,0.0,0.0,0.0,3,100,8.1,1.9,23080.0,Bandung (South),-7.0,107.6
2026-04-13T14:00,33.1,68,39.6,3.6,0.0,3.6,96,100,7.9,2.25,21740.0,Bandung (South),-7.0,107.6
2026-04-13T15:00,31.9,75,38.9,3.6,0.0,3.6,96,100,6.6,2.6,20400.0,Bandung (South),-7.0,107.6
2026-04-13T16:00,30.8,82,38.3,3.6,0.0,3.6,96,100,5.4,2.6,19060.0,Bandung (South),-7.0,107.6
2026-04-13T17:00,30.0,86,37.7,2.1,0.0,2.1,95,100,4.1,1.9,20760.0,Bandung (South),-7.0,107.6
2026-04-13T18:00,29.2,90,37.2,2.1,0.0,2.1,95,100,2.9,0.85,22440.0,Bandung (South),-7.0,107.6
2026-04-13T19:00,28.7,93,36.8,2.1,0.0,2.1,95,100,1.8,0.1,24140.0,Bandung (South),-7.0,107.6
2026-04-13T20:00,28.3,95,36.6,0.2,0.0,0.2,45,100,1.1,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-13T21:00,28.1,96,36.4,0.2,0.0,0.2,45,100,0.8,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-13T22:00,27.9,97,36.2,0.2,0.0,0.2,45,100,0.4,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-13T23:00,27.5,97,35.3,0.0,0.0,0.0,45,100,1.5,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-14T00:00,27.0,96,34.2,0.0,0.0,0.0,45,100,2.9,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-14T01:00,26.6,96,33.3,0.0,0.0,0.0,45,100,4.0,0.0,24140.0,Bandung (South),-7.0,107.6
2026-04-14T02:00,26.0,96,32.3,0.0,0.0,0.0,45,100,4.4,0.0,23020.0,Bandung (South),-7.0,107.6
2026-04-14T03:00,25.5,96,31.4,0.0,0.0,0.0,45,100,4.5,0.0,21920.0,Bandung (South),-7.0,107.6
2026-04-14T04:00,25.1,96,30.8,0.0,0.0,0.0,45,100,4.6,0.0,20800.0,Bandung (South),-7.0,107.6
2026-04-14T05:00,25.3,93,30.9,0.0,0.0,0.0,2,94,4.2,0.0,20740.0,Bandung (South),-7.0,107.6
2026-04-14T06:00,25.7,92,31.4,0.0,0.0,0.0,2,92,3.8,0.0,20700.0,Bandung (South),-7.0,107.6
2026-04-14T07:00,26.4,87,32.1,0.0,0.0,0.0,2,93,3.5,0.15,20640.0,Bandung (South),-7.0,107.6
2026-04-14T08:00,28.3,78,34.0,0.0,0.0,0.0,3,99,3.3,1.3,20580.0,Bandung (South),-7.0,107.6
2026-04-14T09:00,30.4,69,36.0,0.0,0.0,0.0,3,99,4.2,2.9,20500.0,Bandung (South),-7.0,107.6
2026-04-14T10:00,31.9,63,38.2,0.0,0.0,0.0,3,97,4.6,4.25,20440.0,Bandung (South),-7.0,107.6
2026-04-14T11:00,32.0,63,39.0,0.3,0.0,0.3,51,92,4.4,5.25,16760.0,Bandung (South),-7.0,107.6
2026-04-14T12:00,31.4,66,38.0,0.3,0.0,0.3,51,86,6.5,6.05,13100.0,Bandung (South),-7.0,107.6
2026-04-14T13:00,30.8,70,36.7,0.3,0.0,0.3,51,83,8.7,6.35,9420.0,Bandung (South),-7.0,107.6
2026-04-14T14:00,30.2,73,35.8,0.7,0.0,0.7,53,87,8.6,5.95,8620.0,Bandung (South),-7.0,107.6
2026-04-14T15:00,29.6,76,35.3,0.7,0.0,0.7,53,94,7.0,5.0,7820.0,Bandung (South),-7.0,107.6
2026-04-14T16:00,28.9,80,34.8,0.7,0.0,0.7,53,100,5.8,3.95,7020.0,Bandung (South),-7.0,107.6
2026-04-14T17:00,28.0,86,34.3,2.2,1.8,0.4,80,100,4.9,2.7,5180.0,Bandung (South),-7.0,107.6
2026-04-14T18:00,27.0,92,33.5,2.2,1.8,0.4,80,100,4.3,1.3,3340.0,Bandung (South),-7.0,107.6
2026-04-14T19:00,26.2,97,32.8,2.2,1.8,0.4,80,100,4.0,0.3,1500.0,Bandung (South),-7.0,107.6
2026-04-14T20:00,25.7,98,32.3,5.3,5.1,0.2,81,100,3.3,0.0,4700.0,Bandung (South),-7.0,107.6
2026-04-14T21:00,25.5,97,31.9,5.3,5.1,0.2,81,100,1.9,0.0,7880.0,Bandung (South),-7.0,107.6
2026-04-14T22:00,25.3,96,31.5,5.3,5.1,0.2,81,100,2.1,0.0,11080.0,Bandung (South),-7.0,107.6
2026-04-14T23:00,25.0,95,30.9,0.4,0.4,0.0,51,100,2.6,0.0,15440.0,Bandung (South),-7.0,107.6
